vid_num 131.0
[9.9952424e-01 4.7573846e-04]
[0.99467844 0.0053216 ]
[9.990254e-01 9.746093e-04]
[9.9954897e-01 4.5104697e-04]
[0.9960372  0.00396283]
[9.9906003e-01 9.3996635e-04]
[0.9981988  0.00180118]
[0.99017215 0.00982782]
[9.9935544e-01 6.4457365e-04]
[9.9973601e-01 2.6391423e-04]
[0.99776554 0.00223441]
[9.9923074e-01 7.6923816e-04]
[9.9935228e-01 6.4774405e-04]
[0.99681425 0.00318574]
[9.9936706e-01 6.3292205e-04]
[0.99818754 0.00181245]
[0.99397695 0.00602303]
[9.992944e-01 7.055863e-04]
[0.9989704  0.00102963]
[0.99655974 0.00344019]
[9.9977946e-01 2.2048724e-04]
[9.9984431e-01 1.5569245e-04]
[0.9988963  0.00110369]
[9.997917e-01 2.083170e-04]
[9.999162e-01 8.377941e-05]
[9.9916250e-01 8.3747343e-04]
[9.9966574e-01 3.3419509e-04]
[9.99880433e-01 1.19494136e-04]
[0.9983843 0.0016157]
label: not_wave, preds: not_wave(29.949494540691376)
[0.9800031  0.01999695]
[0.96378523 0.03621479]
[0.9057708  0.09422925]
[0.9567944  0.04320556]
[0.9601377 0.0398623]
[0.9119419  0.08805813]
[0.94350874 0.05649123]
[0.93073994 0.06926008]
[0.8756972  0.12430283]
[0.9299685  0.07003156]
[0.8662051 0.133795 ]
[0.9057563  0.09424369]
[0.87490255 0.12509744]
[0.90196973 0.09803033]
[0.78471017 0.21528983]
[0.8464366  0.15356347]
[0.8971509  0.10284916]
[0.85956955 0.1404305 ]
[0.8325834  0.16741665]
[0.8457554  0.15424457]
[0.84567255 0.15432745]
[0.7424749 0.2575251]
[0.8625953  0.13740474]
[0.8132292  0.18677081]
[0.68801206 0.31198794]
[0.7076254  0.29237464]
[0.84253764 0.15746237]
[0.71639204 0.283608  ]
[0.4731623 0.5268377]
[0.8356426  0.16435742]
label: not_wave, preds: not_wave(25.50073117017746)
[0.44488513 0.55511487]
[0.70615244 0.2938476 ]
[0.71185315 0.2881469 ]
[0.47613347 0.5238665 ]
[0.7149575  0.28504258]
[0.81292546 0.18707459]
[0.44772452 0.5522755 ]
[0.7476989  0.25230104]
[0.8521217  0.14787826]
[0.50699455 0.49300542]
[0.75363463 0.24636535]
[0.8347684  0.16523159]
[0.551769   0.44823095]
[0.79327196 0.206728  ]
[0.8690784  0.13092156]
[0.5409756  0.45902443]
[0.79266214 0.20733781]
[0.87627995 0.12372006]
[0.53089845 0.46910158]
[0.82641864 0.17358136]
[0.89348364 0.10651638]
[0.50520813 0.49479187]
[0.8421487  0.15785128]
[0.92743385 0.07256617]
[0.51205045 0.48794955]
[0.7864072 0.2135928]
[0.9084664  0.09153362]
[0.6132846 0.3867154]
[0.7819154  0.21808454]
[0.9368043  0.06319568]
label: not_wave, preds: not_wave(21.498406648635864)
[0.9862155  0.01378453]
[0.9172739  0.08272616]
[0.80376613 0.19623388]
[0.9851737  0.01482628]
[0.95007265 0.0499274 ]
[0.8229076 0.1770924]
[0.97756463 0.02243537]
[0.9354052  0.06459476]
[0.80235374 0.19764632]
[0.98380125 0.01619882]
[0.9467552  0.05324489]
[0.83965564 0.16034439]
[0.98301554 0.0169845 ]
[0.94502807 0.05497191]
[0.8166249  0.18337515]
[0.9813633  0.01863671]
[0.9517854  0.04821462]
[0.85021627 0.14978376]
[0.9842859 0.0157141]
[0.94684106 0.05315892]
[0.8612756  0.13872436]
[0.9860824  0.01391765]
[0.9663019  0.03369807]
[0.88921523 0.11078477]
[0.99065614 0.00934387]
[0.9746621 0.0253379]
[0.90864074 0.09135924]
[0.9888344  0.01116558]
[0.97859    0.02140997]
[0.9437028  0.05629718]
label: not_wave, preds: not_wave(27.898066818714142)
[0.83598804 0.16401197]
[0.90863335 0.09136662]
[0.9484662  0.05153376]
[0.87255526 0.12744468]
[0.9291839  0.07081608]
[0.9541077  0.04589233]
[0.90635157 0.09364834]
[0.9402441 0.0597559]
[0.97296906 0.027031  ]
[0.85536003 0.14464   ]
[0.89013565 0.10986435]
[0.97063786 0.02936218]
[0.8427095  0.15729049]
[0.9115435  0.08845644]
[0.98170245 0.01829755]
[0.9037396  0.09626046]
[0.89300704 0.10699294]
[0.9627208  0.03727925]
[0.92322457 0.07677547]
[0.9241496  0.07585043]
[0.9713404  0.02865961]
[0.90328604 0.09671401]
[0.82799524 0.17200474]
[0.986438   0.01356206]
[0.90114    0.09886001]
[0.7779101 0.2220899]
[0.97768986 0.0223101 ]
[0.91700196 0.0829981 ]
[0.933444   0.06655598]
[0.9758723  0.02412772]
label: not_wave, preds: not_wave(27.49954754114151)
[0.9805332  0.01946685]
[0.9509396  0.04906037]
[0.8225443  0.17745571]
[0.98546374 0.01453624]
[0.94780505 0.05219496]
[0.79066706 0.20933294]
[0.96398187 0.03601812]
[0.9439559  0.05604415]
[0.85853934 0.1414606 ]
[0.92571956 0.07428043]
[0.9744699  0.02553004]
[0.8581629 0.1418371]
[0.9549034 0.0450966]
[0.891306   0.10869405]
[0.83515686 0.16484313]
[0.95823044 0.04176958]
[0.925821   0.07417892]
[0.86914825 0.13085172]
[0.92299306 0.07700688]
[0.9227263  0.07727375]
[0.7406361 0.2593639]
[0.96970254 0.03029745]
[0.95570874 0.0442913 ]
[0.84481156 0.15518841]
[0.94966906 0.05033096]
[0.7778488 0.2221513]
[0.79895407 0.20104595]
[0.96301806 0.03698195]
[0.8726244  0.12737565]
[0.8642969  0.13570312]
label: not_wave, preds: not_wave(27.020337879657745)
[0.7457433  0.25425678]
[0.80166596 0.19833405]
[0.691681   0.30831897]
[0.7502248  0.24977523]
[0.7727469  0.22725311]
[0.6705779 0.3294221]
[0.73658925 0.26341075]
[0.7960906  0.20390935]
[0.7303039  0.26969612]
[0.71546507 0.2845349 ]
[0.74145865 0.25854132]
[0.6870645  0.31293553]
[0.6726501 0.3273499]
[0.6801647  0.31983536]
[0.5779809  0.42201912]
[0.6816751  0.31832492]
[0.69317484 0.3068252 ]
[0.6937217 0.3062783]
[0.6532358 0.3467642]
[0.714824 0.285176]
[0.7548789  0.24512109]
[0.5632502  0.43674982]
[0.7218231 0.2781769]
[0.7423673  0.25763267]
[0.5986854 0.4013146]
[0.7838607  0.21613935]
[0.76526594 0.23473409]
[0.5845231  0.41547692]
[0.751981   0.24801895]
[0.793399 0.206601]
label: not_wave, preds: not_wave(21.267073571681976)
[0.48525545 0.5147446 ]
[0.01539094 0.984609  ]
[0.32587713 0.6741228 ]
[0.5240194  0.47598058]
[0.01890814 0.98109186]
[0.48222223 0.5177778 ]
[0.5750563  0.42494363]
[0.03083288 0.9691671 ]
[0.5447342  0.45526582]
[0.62816447 0.3718356 ]
[0.03357557 0.9664244 ]
[0.6262703 0.3737297]
[0.65253013 0.34746987]
[0.05243514 0.94756484]
[0.52440166 0.4755983 ]
[0.6853821  0.31461787]
[0.21253575 0.78746426]
[0.5543343  0.44566572]
[0.8583417  0.14165828]
[0.7065986  0.29340148]
[0.7516279  0.24837215]
[0.91132367 0.08867633]
[0.876338   0.12366201]
[0.92270255 0.07729749]
[0.90582097 0.09417898]
[0.8637211  0.13627891]
[0.9621035  0.03789649]
[0.8969474  0.10305267]
[0.83268106 0.16731891]
[0.95740724 0.04259276]
label: not_wave, preds: not_wave(17.41753973904997)
[0.981483 0.018517]
[0.99800855 0.00199141]
[0.9971775  0.00282246]
[0.9889569  0.01104302]
[0.99866843 0.00133162]
[0.9978676  0.00213238]
[0.99749666 0.00250335]
[9.9961281e-01 3.8711933e-04]
[0.998014   0.00198607]
[0.99885887 0.00114112]
[9.9983478e-01 1.6525468e-04]
[0.9972503 0.0027497]
[9.993800e-01 6.199143e-04]
[9.9967337e-01 3.2659512e-04]
[0.9948032  0.00519676]
[0.9989377 0.0010623]
[9.9978495e-01 2.1496853e-04]
[0.989557   0.01044301]
[0.99808514 0.00191482]
[9.9973404e-01 2.6594228e-04]
[0.9849257  0.01507437]
[0.99816555 0.00183446]
[9.994983e-01 5.016571e-04]
[0.9848695  0.01513052]
[0.99643195 0.00356807]
[9.9924141e-01 7.5849216e-04]
[0.9864025  0.01359751]
[0.9950148  0.00498515]
[0.9980752 0.0019248]
[0.9849018  0.01509823]
label: not_wave, preds: not_wave(29.860711455345154)
[0.7869004 0.2130996]
[0.8788543 0.1211457]
[0.9141684  0.08583159]
[0.78859913 0.21140087]
[0.8506223 0.1493777]
[0.9177613 0.0822387]
[0.7751647  0.22483526]
[0.8571371 0.1428629]
[0.92100835 0.07899162]
[0.7755324  0.22446758]
[0.83684087 0.16315912]
[0.9142467  0.08575331]
[0.7787443  0.22125569]
[0.83392775 0.16607228]
[0.8948747  0.10512529]
[0.77680445 0.22319552]
[0.80686903 0.19313091]
[0.89057606 0.10942397]
[0.7652521  0.23474787]
[0.79875034 0.20124969]
[0.88399106 0.11600891]
[0.76516247 0.23483756]
[0.7792802  0.22071984]
[0.867519   0.13248101]
[0.73156244 0.26843753]
[0.7514492  0.24855074]
[0.85492945 0.14507054]
[0.7456932  0.25430673]
[0.7764036  0.22359645]
[0.8709489  0.12905109]
label: not_wave, preds: not_wave(24.78957426548004)
[0.9950535  0.00494647]
[9.995633e-01 4.366490e-04]
[0.99462366 0.0053763 ]
[0.97933924 0.02066081]
[0.9970479 0.0029521]
[0.9845634  0.01543656]
[0.9662066  0.03379342]
[0.98000324 0.01999675]
[0.96315944 0.03684052]
[0.85484105 0.14515895]
[0.365852 0.634148]
[0.4692992 0.5307008]
[0.88437104 0.11562891]
[0.21494694 0.78505313]
[0.14114678 0.85885316]
[0.8556919  0.14430808]
[0.23889075 0.76110923]
[0.05654834 0.94345164]
[0.82448435 0.17551568]
[0.24732691 0.75267303]
[0.04824992 0.95175004]
[0.66423273 0.33576724]
[0.38639057 0.61360943]
[0.04776164 0.9522384 ]
[0.4263925 0.5736075]
[0.10736129 0.8926387 ]
[0.06256146 0.9374385 ]
[0.15291674 0.8470833 ]
[0.0832637  0.91673636]
[0.05248415 0.94751585]
label: not_wave, preds: not_wave(16.044574286788702)
[0.19008602 0.809914  ]
[0.26507646 0.73492354]
[0.12882352 0.8711765 ]
[0.08891247 0.9110876 ]
[0.21612374 0.7838763 ]
[0.170749   0.82925093]
[0.21901757 0.7809824 ]
[0.13553637 0.8644636 ]
[0.27435642 0.7256435 ]
[0.97640455 0.02359548]
[0.39080513 0.6091949 ]
[0.2790706  0.72092944]
[9.9932277e-01 6.7719654e-04]
[0.93778455 0.06221545]
[0.31853962 0.68146044]
[0.9744476  0.02555236]
[0.9382065  0.06179345]
[0.39790577 0.6020942 ]
[0.6320416  0.36795843]
[0.76833177 0.23166826]
[0.59527725 0.4047228 ]
[0.2492243 0.7507757]
[0.6824512 0.3175488]
[0.43494958 0.5650504 ]
[0.71678495 0.28321505]
[0.80900586 0.19099411]
[0.6852019  0.31479815]
[0.5965093  0.40349072]
[0.8230351  0.17696492]
[0.7046387  0.29536128]
label: not_wave, preds: not_wave(15.598620116710663)
[9.9998295e-01 1.7061142e-05]
[9.9995947e-01 4.0583116e-05]
[9.9954402e-01 4.5590027e-04]
[9.9989283e-01 1.0712936e-04]
[9.9993646e-01 6.3594671e-05]
[9.9935377e-01 6.4624794e-04]
[9.9968028e-01 3.1976157e-04]
[9.9958342e-01 4.1657104e-04]
[9.996555e-01 3.445184e-04]
[9.992219e-01 7.780896e-04]
[0.99817437 0.00182564]
[9.996073e-01 3.926452e-04]
[9.9908066e-01 9.1937953e-04]
[0.99713755 0.00286242]
[0.9976937  0.00230629]
[0.99821395 0.00178605]
[0.9947709  0.00522908]
[0.9891369  0.01086309]
[0.9976349  0.00236513]
[0.99267226 0.00732768]
[0.97226834 0.02773164]
[0.99526256 0.00473745]
[0.99442524 0.00557474]
[0.9603462  0.03965382]
[0.9969992  0.00300078]
[0.99267554 0.00732446]
[0.96255815 0.03744189]
[0.988316   0.01168397]
[0.99165386 0.00834615]
[0.88319445 0.11680551]
label: not_wave, preds: not_wave(29.698632657527924)
[0.81264126 0.1873587 ]
[0.8716786  0.12832141]
[0.6297004  0.37029958]
[0.83324367 0.16675636]
[0.887411   0.11258902]
[0.7367649  0.26323515]
[0.83191764 0.16808234]
[0.9047577  0.09524234]
[0.72346324 0.2765368 ]
[0.8788142  0.12118573]
[0.8975888  0.10241124]
[0.71031654 0.28968343]
[0.8697436  0.13025638]
[0.88202095 0.11797905]
[0.68234813 0.3176518 ]
[0.86706734 0.1329327 ]
[0.90492505 0.09507493]
[0.7248459 0.2751541]
[0.8626087  0.13739134]
[0.90275913 0.09724087]
[0.8233553  0.17664468]
[0.86541474 0.13458529]
[0.93749285 0.06250711]
[0.83420813 0.16579191]
[0.9438068  0.05619317]
[0.93265057 0.06734941]
[0.7894327  0.21056733]
[0.89093924 0.10906073]
[0.90124464 0.09875533]
[0.79822266 0.20177734]
label: not_wave, preds: not_wave(25.13138437271118)
[9.9981737e-01 1.8262898e-04]
[9.9987727e-01 1.2270808e-04]
[9.9936324e-01 6.3672778e-04]
[9.9980873e-01 1.9128212e-04]
[9.9988031e-01 1.1962609e-04]
[9.994805e-01 5.194960e-04]
[9.9984342e-01 1.5659355e-04]
[9.9989206e-01 1.0794016e-04]
[9.9955285e-01 4.4713507e-04]
[9.9979305e-01 2.0691915e-04]
[9.9987113e-01 1.2882592e-04]
[9.9955738e-01 4.4262173e-04]
[9.9976307e-01 2.3687757e-04]
[9.9988890e-01 1.1116109e-04]
[9.9953139e-01 4.6864606e-04]
[9.9980640e-01 1.9356074e-04]
[9.999151e-01 8.484515e-05]
[9.9965274e-01 3.4726824e-04]
[9.9985003e-01 1.4994707e-04]
[9.9990284e-01 9.7183103e-05]
[9.9944043e-01 5.5949792e-04]
[9.99878287e-01 1.21691606e-04]
[9.9990070e-01 9.9331366e-05]
[9.995090e-01 4.910035e-04]
[9.9988073e-01 1.1922582e-04]
[9.9989772e-01 1.0224192e-04]
[9.9939156e-01 6.0844910e-04]
[9.9988258e-01 1.1745413e-04]
[9.999149e-01 8.508480e-05]
[9.9962485e-01 3.7512227e-04]
label: not_wave, preds: not_wave(29.992368519306183)
[9.9961293e-01 3.8699433e-04]
[9.9946499e-01 5.3504854e-04]
[9.994063e-01 5.936546e-04]
[0.9962463  0.00375371]
[9.9924773e-01 7.5226626e-04]
[9.9921244e-01 7.8756560e-04]
[0.9968282  0.00317179]
[9.993413e-01 6.587348e-04]
[0.99897623 0.00102375]
[0.9969712  0.00302877]
[9.9934506e-01 6.5490167e-04]
[0.99828506 0.00171493]
[0.9979164 0.0020836]
[9.994864e-01 5.136501e-04]
[0.9989486  0.00105144]
[0.99861974 0.00138023]
[9.9981511e-01 1.8492412e-04]
[9.992825e-01 7.175127e-04]
[0.99784595 0.00215404]
[9.9973434e-01 2.6561448e-04]
[9.9937594e-01 6.2402402e-04]
[0.9981088  0.00189116]
[9.9985337e-01 1.4655807e-04]
[9.9979568e-01 2.0422824e-04]
[0.994394   0.00560602]
[9.9925399e-01 7.4592495e-04]
[9.9912643e-01 8.7360037e-04]
[0.9911741  0.00882597]
[9.9908304e-01 9.1695163e-04]
[0.99863535 0.0013647 ]
label: not_wave, preds: not_wave(29.9533873796463)
[0.78813314 0.2118668 ]
[0.18320565 0.8167944 ]
[0.0380508 0.9619492]
[0.65270966 0.34729037]
[0.17902327 0.82097673]
[0.03707722 0.9629228 ]
[0.62494135 0.37505865]
[0.08193789 0.9180621 ]
[0.02817655 0.97182345]
[0.6495092 0.3504908]
[0.12226683 0.8777332 ]
[0.03547391 0.96452606]
[0.6760441  0.32395592]
[0.20182386 0.7981761 ]
[0.0757907  0.92420936]
[0.665974 0.334026]
[0.20854482 0.79145515]
[0.11096914 0.8890309 ]
[0.5698693  0.43013075]
[0.21670908 0.783291  ]
[0.08761866 0.91238135]
[0.5767177  0.42328233]
[0.18072894 0.819271  ]
[0.12644416 0.8735558 ]
[0.5912671  0.40873295]
[0.29373977 0.7062602 ]
[0.15697405 0.8430259 ]
[0.5820535  0.41794655]
[0.29708517 0.70291483]
[0.18587756 0.8141225 ]
label: not_wave, preds: wave(20.775263160467148)
------------------------------------------------------------
[0.373214 0.626786]
[0.6354321  0.36456788]
[0.78099155 0.21900843]
[0.49300236 0.50699764]
[0.7266593  0.27334067]
[0.7187811 0.2812189]
[0.48946708 0.51053286]
[0.79708433 0.20291567]
[0.81102884 0.18897119]
[0.80901074 0.19098921]
[0.8795538  0.12044615]
[0.8682131  0.13178685]
[0.88319415 0.11680581]
[0.9519327  0.04806726]
[0.95422053 0.04577943]
[0.96655124 0.03344873]
[0.9709242  0.02907581]
[0.9605054  0.03949464]
[0.96996564 0.03003442]
[0.9760879  0.02391205]
[0.9829486  0.01705138]
[0.97141063 0.02858945]
[0.9702723  0.02972772]
[0.9705841  0.02941592]
[0.97255355 0.02744645]
[0.9846977  0.01530233]
[0.97386754 0.02613243]
[0.9645879  0.03541205]
[0.9762988  0.02370115]
[0.9692596  0.03074036]
label: not_wave, preds: not_wave(25.75230097770691)
[0.9978279  0.00217208]
[0.9982783  0.00172168]
[0.99839944 0.0016006 ]
[0.99801284 0.00198715]
[0.9988588  0.00114121]
[0.99794585 0.00205413]
[0.9977727 0.0022273]
[0.998479   0.00152102]
[0.99748254 0.0025174 ]
[0.99840593 0.00159405]
[0.9978866  0.00211338]
[0.9983834  0.00161656]
[0.9989799  0.00102009]
[0.99805605 0.0019439 ]
[0.99825454 0.00174545]
[9.9919140e-01 8.0858957e-04]
[9.992069e-01 7.930986e-04]
[0.9978868  0.00211316]
[9.9952412e-01 4.7586474e-04]
[9.9917305e-01 8.2694303e-04]
[0.99812925 0.00187082]
[9.9972820e-01 2.7177137e-04]
[9.994135e-01 5.864577e-04]
[0.9988703  0.00112967]
[9.9964845e-01 3.5151799e-04]
[9.994488e-01 5.511880e-04]
[0.9989     0.00109998]
[9.9982584e-01 1.7409038e-04]
[9.9943173e-01 5.6821434e-04]
[0.9985338  0.00146626]
label: not_wave, preds: not_wave(29.959935903549194)
[9.992188e-01 7.812062e-04]
[9.9939346e-01 6.0654199e-04]
[0.9980066  0.00199336]
[0.99881375 0.00118624]
[9.9948335e-01 5.1669241e-04]
[0.99665 0.00335]
[0.99861366 0.00138631]
[9.994916e-01 5.083913e-04]
[0.9961312  0.00386884]
[0.9980119  0.00198814]
[9.994663e-01 5.337096e-04]
[0.9962312  0.00376874]
[0.996715   0.00328498]
[9.9951166e-01 4.8839737e-04]
[0.9960764 0.0039236]
[0.9968802 0.0031198]
[9.9954629e-01 4.5367278e-04]
[0.9954727  0.00452724]
[0.9967692  0.00323077]
[9.9952412e-01 4.7589757e-04]
[0.99593693 0.00406311]
[0.99616116 0.00383883]
[9.9944174e-01 5.5826781e-04]
[0.99600947 0.0039905 ]
[0.99450403 0.00549598]
[9.994474e-01 5.525253e-04]
[0.9957217  0.00427828]
[0.99342334 0.00657663]
[9.9920791e-01 7.9203653e-04]
[0.9957166 0.0042834]
label: not_wave, preds: not_wave(29.925577580928802)
[0.94196975 0.05803028]
[0.88949525 0.11050473]
[0.82701486 0.17298517]
[0.97284836 0.0271517 ]
[0.91000915 0.08999085]
[0.8104161  0.18958391]
[0.9467886  0.05321139]
[0.80660987 0.19339015]
[0.84188956 0.15811044]
[0.934425 0.065575]
[0.89684135 0.10315866]
[0.86966896 0.13033105]
[0.9034942  0.09650584]
[0.8559706  0.14402936]
[0.74341446 0.25658554]
[0.8557808  0.14421922]
[0.7773916  0.22260839]
[0.8494233  0.15057671]
[0.7394155  0.26058444]
[0.8625305 0.1374695]
[0.86664873 0.1333512 ]
[0.8652292  0.13477083]
[0.8507407  0.14925928]
[0.7941754  0.20582461]
[0.82580227 0.17419778]
[0.78954816 0.21045181]
[0.8516773  0.14832267]
[0.8351303  0.16486977]
[0.80981386 0.19018614]
[0.905561   0.09443901]
label: not_wave, preds: not_wave(25.629724621772766)
[0.97956383 0.02043615]
[0.974605   0.02539495]
[0.96964324 0.03035676]
[0.9754524  0.02454761]
[0.9586304  0.04136967]
[0.9672388  0.03276119]
[0.9723129 0.0276871]
[0.96652675 0.03347327]
[0.9671813 0.0328187]
[0.97065884 0.02934114]
[0.9362754  0.06372458]
[0.96113914 0.03886086]
[0.9654109  0.03458916]
[0.91211325 0.0878868 ]
[0.9626383  0.03736169]
[0.96500874 0.03499126]
[0.95941484 0.0405852 ]
[0.9655765  0.03442349]
[0.96747833 0.03252168]
[0.9677811  0.03221887]
[0.9576596  0.04234042]
[0.9808331  0.01916686]
[0.9515126  0.04848742]
[0.9432283 0.0567717]
[0.9857404  0.01425958]
[0.94915515 0.05084484]
[0.94979    0.05020998]
[0.9709151  0.02908488]
[0.93575644 0.06424354]
[0.9571895 0.0428105]
label: not_wave, preds: not_wave(28.84643030166626)
[0.9511822  0.04881782]
[0.9831595  0.01684046]
[0.97285575 0.02714425]
[0.9300289  0.06997112]
[0.98522484 0.01477516]
[0.96161884 0.03838117]
[0.9364533  0.06354674]
[0.9826084  0.01739162]
[0.96387243 0.03612758]
[0.93339473 0.06660518]
[0.9814782  0.01852177]
[0.9522149  0.04778507]
[0.91775787 0.08224224]
[0.9776665  0.02233354]
[0.9538224  0.04617757]
[0.9317255  0.06827445]
[0.9832345  0.01676549]
[0.9421444  0.05785558]
[0.9283879  0.07161209]
[0.98057425 0.01942576]
[0.9738803  0.02611973]
[0.93347865 0.06652138]
[0.9859992  0.01400081]
[0.96194124 0.03805874]
[0.92161226 0.07838769]
[0.9780447 0.0219553]
[0.9677508  0.03224924]
[0.936072   0.06392803]
[0.98399746 0.01600255]
[0.97585106 0.02414888]
label: not_wave, preds: not_wave(28.768032908439636)
[0.9708135  0.02918649]
[0.9604915  0.03950857]
[0.8721055  0.12789454]
[0.94760484 0.0523952 ]
[0.96589446 0.0341055 ]
[0.8931197  0.10688028]
[0.9423041  0.05769597]
[0.91878116 0.08121887]
[0.86949766 0.13050236]
[0.91685426 0.08314572]
[0.91190183 0.08809824]
[0.83741784 0.16258214]
[0.94960237 0.05039763]
[0.9426405  0.05735952]
[0.7794169  0.22058304]
[0.9657827  0.03421731]
[0.9455491  0.05445094]
[0.8993529  0.10064715]
[0.9773985  0.02260154]
[0.982038   0.01796197]
[0.9452795  0.05472055]
[0.9808442  0.01915583]
[0.96630216 0.03369782]
[0.9452554  0.05474461]
[0.9666127 0.0333873]
[0.9707141  0.02928594]
[0.9638159  0.03618414]
[0.9698715  0.03012848]
[0.95434105 0.04565898]
[0.9061348  0.09386522]
label: not_wave, preds: not_wave(28.017738580703735)
[0.8073141  0.19268587]
[0.8042886  0.19571145]
[0.7108485  0.28915155]
[0.7358247 0.2641753]
[0.6422517 0.3577484]
[0.5092053 0.4907947]
[0.61876947 0.38123053]
[0.64626503 0.353735  ]
[0.72901726 0.27098274]
[0.80933064 0.19066936]
[0.88908446 0.11091559]
[0.9070277  0.09297228]
[0.9211184  0.07888161]
[0.9449736  0.05502642]
[0.9315475 0.0684525]
[0.9586853  0.04131479]
[0.93519574 0.06480427]
[0.8810307  0.11896929]
[0.95892614 0.04107393]
[0.8808316  0.11916836]
[0.27189642 0.7281035 ]
[0.9693126  0.03068736]
[0.9056137  0.09438626]
[0.42130128 0.57869875]
[0.9888736  0.01112639]
[0.96453047 0.03546953]
[0.79569334 0.2043067 ]
[0.93933886 0.06066115]
[0.956454   0.04354602]
[0.8820801  0.11791989]
label: not_wave, preds: not_wave(24.316630750894547)
[0.9979223  0.00207766]
[0.9962717  0.00372825]
[0.95927465 0.04072535]
[0.99680746 0.00319254]
[0.9943683  0.00563172]
[0.95610315 0.04389686]
[0.99346244 0.00653755]
[0.99482477 0.00517517]
[0.95235074 0.04764925]
[0.9890373 0.0109627]
[0.9917023 0.0082977]
[0.89618236 0.10381761]
[0.9788919  0.02110807]
[0.9750912  0.02490877]
[0.8909368  0.10906322]
[0.9461413  0.05385865]
[0.94876885 0.05123118]
[0.8720984  0.12790163]
[0.686416  0.3135841]
[0.8023658 0.1976342]
[0.6782759  0.32172412]
[0.2851524  0.71484756]
[0.4600779 0.5399221]
[0.5448558  0.45514426]
[0.35062823 0.6493718 ]
[0.62721604 0.372784  ]
[0.50087804 0.49912196]
[0.29088163 0.70911837]
[0.5824625 0.4175375]
[0.47162917 0.52837086]
label: not_wave, preds: not_wave(23.611075282096863)
[0.81192565 0.18807429]
[0.58451885 0.4154812 ]
[0.72447884 0.27552116]
[0.8520429  0.14795706]
[0.5010455  0.49895447]
[0.65775466 0.34224543]
[0.8628259  0.13717413]
[0.6141421 0.3858579]
[0.7410127  0.25898734]
[0.83676857 0.16323143]
[0.6182115  0.38178852]
[0.71119034 0.28880963]
[0.8695098  0.13049024]
[0.6900216 0.3099784]
[0.6387211 0.3612789]
[0.8920147  0.10798529]
[0.69867724 0.30132276]
[0.68380535 0.3161946 ]
[0.8979075  0.10209253]
[0.7290208  0.27097917]
[0.6187622  0.38123783]
[0.89390993 0.10609004]
[0.72999257 0.27000746]
[0.624418 0.375582]
[0.88236034 0.11763965]
[0.7223933 0.2776068]
[0.61928576 0.38071424]
[0.88638556 0.11361443]
[0.7505088  0.24949118]
[0.6747035  0.32529646]
label: not_wave, preds: not_wave(22.018315494060516)
[0.7633277  0.23667228]
[0.82868713 0.1713129 ]
[0.89154524 0.10845479]
[0.74303603 0.256964  ]
[0.8242408  0.17575921]
[0.83782953 0.16217044]
[0.7658281  0.23417193]
[0.83920985 0.1607902 ]
[0.8054187  0.19458127]
[0.75205034 0.24794966]
[0.82400095 0.17599909]
[0.76400495 0.23599508]
[0.7864748  0.21352516]
[0.83869463 0.16130531]
[0.80867004 0.19132996]
[0.8092367  0.19076335]
[0.8141843 0.1858157]
[0.78697586 0.21302417]
[0.77130127 0.22869867]
[0.8247818  0.17521825]
[0.7825657  0.21743429]
[0.77013993 0.22986008]
[0.84153473 0.15846525]
[0.8203882  0.17961176]
[0.7968086 0.2031914]
[0.8256582 0.1743418]
[0.80702806 0.19297196]
[0.7713236  0.22867635]
[0.8626653  0.13733473]
[0.83619976 0.16380024]
label: not_wave, preds: not_wave(24.193810880184174)
[0.99737245 0.00262752]
[0.9973635  0.00263648]
[0.9969003  0.00309961]
[0.99850667 0.00149335]
[9.990395e-01 9.604933e-04]
[0.9976729 0.0023271]
[0.99854594 0.00145408]
[0.99892557 0.00107444]
[0.99824697 0.00175308]
[0.9983611  0.00163884]
[0.99888587 0.00111416]
[0.99807215 0.00192786]
[0.9984344  0.00156551]
[0.99834794 0.00165209]
[0.997983   0.00201704]
[0.9984344  0.00156551]
[0.99834794 0.00165209]
[0.997983   0.00201704]
[0.9986999  0.00130005]
[0.99875224 0.00124777]
[0.99851084 0.00148912]
[0.9984663  0.00153368]
[0.9973494  0.00265063]
[0.9975745  0.00242548]
[0.9979649  0.00203504]
[0.99758047 0.00241953]
[0.9976758  0.00232419]
[0.9971788  0.00282119]
[0.9966687  0.00333132]
[0.9971488  0.00285116]
label: not_wave, preds: not_wave(29.940994262695312)
[2.1047945e-06 9.9999791e-01]
[9.4210236e-07 9.9999905e-01]
[1.2042344e-05 9.9998796e-01]
[8.2633198e-07 9.9999917e-01]
[8.795295e-09 1.000000e+00]
[2.8718156e-07 9.9999964e-01]
[2.8278282e-06 9.9999714e-01]
[1.5315278e-09 1.0000000e+00]
[5.714744e-08 1.000000e+00]
[1.5303696e-04 9.9984694e-01]
[1.0576018e-09 1.0000000e+00]
[1.4521776e-08 1.0000000e+00]
[0.01135525 0.9886448 ]
[1.2520326e-06 9.9999869e-01]
[2.8099061e-07 9.9999976e-01]
[0.03667655 0.9633235 ]
[5.6514327e-06 9.9999434e-01]
[2.7375202e-07 9.9999976e-01]
[0.06424882 0.9357512 ]
[4.9197624e-06 9.9999511e-01]
[8.9830905e-08 9.9999988e-01]
[0.10922855 0.8907714 ]
